Airport,ShortName,Location,Country,Size
Guerima Airport,GMC,Guerima,Colombia,1
Hato Corozal Airport,HTZ,Hato Corozal,Colombia,1
Herrera Airport,HRR,Herrera,Colombia,1
Ibague Airport,IBE,Ibague,Colombia,1
Alula Airport,ALU,Alula,Somalia,1
Baidoa Airport,BIB,Baidoa,Somalia,1
Bardera Airport,BSY,Bardera,Somalia,1
Berbera Airport,BBO,Berbera,Somalia,1
Borama Airport,BXX,Borama,Somalia,1
Bossaso Airport,BSA,Bossaso,Somalia,1
Burao Airport,BUO,Burao,Somalia,1
Ad-Dabbah Airport,AAD,Ad-Dabbah,Sudan,1
Atbara Airport,ATB,Atbara,Sudan,1
Galegu Airport,DNX,Dinder,Sudan,1
Dongola Airport,DOG,Dongola,Sudan,1
El Fasher Airport,ELF,El Fasher,Sudan,1
El Obeid Airport,EBD,El Obeid,Sudan,1
Eldebba Airport,EDB,Eldebba,Sudan,1
En Nahud Airport,NUD,En Nahud,Sudan,1
Kilimanjaro Airport,JRO,Kilimanjaro,Tanzania,2
Kilwa Airport,KIY,Kilwa,Tanzania,1
Lake Manyara Airport,LKY,Lake Manyara,Tanzania,1
Kikwetu Airport,LDI,Lindi,Tanzania,1
Lushoto Airport,LUY,Lushoto,Tanzania,1
Carauari Airport,CAF,Carauari,Brazil,1
Caravelas Airport,CRQ,Caravelas,Brazil,1
Carolina Airport,CLN,Carolina,Brazil,1
Caruaru Airport,CAU,Caruaru,Brazil,1
Carutapera Airport,CTP,Carutapera,Brazil,1
Cascavel Airport,CAC,Cascavel,Brazil,1
Cassilandia Airport,CSS,Cassilandia,Brazil,1
Catalao Airport,TLZ,Catalao,Brazil,1
Juba Airport,JUB,Juba,South Sudan,1
Cape Town International Airport,CPT,Cape Town,South Africa,3
Cradock Airport,CDO,Cradock,South Africa,1
Dukuduk Airport,DUK,Dukuduk,South Africa,1
Durban International Airport,DUR,Durban,South Africa,2
Virginia Airport,VIR,Durban,South Africa,1
East London Airport,ELS,East London,South Africa,1
Ellisras Airport,ELL,Ellisras,South Africa,1
Empangeni Airport,EMG,Empangeni,South Africa,1
San Luis Airport,IPI,Ipiales,Colombia,1
Iscuande Airport,ISD,Iscuande,Colombia,1
Jurado Airport,JUO,Jurado,Colombia,1
La Chorrera Airport,LCR,La Chorrera,Colombia,1
La Pedrera Airport,LPD,La Pedrera,Colombia,1
La Primavera Airport,LPE,La Primavera,Colombia,1
Bo Airport,KBS,Bo,Sierra Leone,1
Bonthe Airport,BTE,Bonthe,Sierra Leone,1
Daru Airport,DSL,Daru,Sierra Leone,1
Hastings Airport,HGS,Freetown,Sierra Leone,1
Lungi International Airport,FNA,Freetown,Sierra Leone,2
Gbangbatok Airport,GBK,Gbangbatok,Sierra Leone,1
Kabala Airport,KBA,Kabala,Sierra Leone,1
Kenema Airport,KEN,Kenema,Sierra Leone,1
Candala Airport,CXN,Candala,Somalia,1
Eil Airport,HCM,Eil,Somalia,1
Erigavo Airport,ERA,Erigavo,Somalia,1
Galcaio Airport,GLK,Galcaio,Somalia,1
Garbaharey Airport,GBM,Garbaharey,Somalia,1
Gardo Airport,GSR,Gardo,Somalia,1
Garoe Airport,GGR,Garoe,Somalia,1
Hargeisa Airport,HGA,Hargeisa,Somalia,1
Kismayu Airport,KMU,Kismayu,Somalia,1
Las Khoreh Airport,LKR,Las Khoreh,Somalia,1
Gedaref Airport,GSU,Gedaref,Sudan,1
Geneina Airport,EGN,Geneina,Sudan,1
Higlieg Airport,HGI,Higlieg,Sudan,1
Kassala Airport,KSL,Kassala,Sudan,1
Khartoum International Airport,KRT,Khartoum,Sudan,3
Mafia Airport,MFA,Mafia,Tanzania,1
Masasi Airport,XMI,Masasi,Tanzania,1
Mbeya Airport,MBI,Mbeya,Tanzania,1
Mtwara Airport,MYW,Mtwara,Tanzania,1
Musoma Airport,MUZ,Musoma,Tanzania,1
Mwadui Airport,MWN,Mwadui,Tanzania,1
Mwanza Airport,MWZ,Mwanza,Tanzania,1
Nachingwea Airport,NCH,Nachingwea,Tanzania,1
Njombe Airport,JOM,Njombe,Tanzania,1
Wawi Airport,PMA,Pemba,Tanzania,1
Campo Dos Bugres Airport,CXJ,Caxias Do Sul,Brazil,2
Chapeco Airport,XAP,Chapeco,Brazil,2
Coari Airport,CIZ,Coari,Brazil,1
Colorado do Oeste Airport,CSW,Colorado do Oeste,Brazil,1
Conceicao Do Araguaia Airport,CDJ,Conceicao Do Araguaia,Brazil,1
Concordia Airport,CCI,Concordia,Brazil,1
Confreza Airport,CFO,Confreza,Brazil,1
Cornelio Procopio Airport,CKO,Cornelio Procopio,Brazil,1
Internacional Airport,CMG,Corumba,Brazil,1
Costa Marques Airport,CQS,Costa Marques,Brazil,1
Ficksburg Sentra Oes Airport,FCB,Ficksburg,South Africa,1
George Airport,GRJ,George,South Africa,1
Giyani Airport,GIY,Giyani,South Africa,1
Harrismith Airport,HRS,Harrismith,South Africa,1
La Uribe Airport,LAT,La Uribe,Colombia,1
Lamacarena Airport,LMC,Lamacarena,Colombia,1
Las Gaviotas Airport,LGT,Las Gaviotas,Colombia,1
Leguizamo Airport,LGZ,Leguizamo,Colombia,1
Gen. A.V. Cobo Airport,LET,Leticia,Colombia,1
Lopez De Micay Airport,LMX,Lopez De Micay,Colombia,1
Lorica Airport,LRI,Lorica,Colombia,1
Macanal Airport,NAD,Macanal,Colombia,1
Sierra Leone Airport,SRK,Sierra Leone,Sierra Leone,1
Yengema Airport,WYE,Yengema,Sierra Leone,1
Lugh Ganane Airport,LGX,Lugh Ganane,Somalia,1
Mogadishu International Airport,MGQ,Mogadishu,Somalia,1
Obbia Airport,CMO,Obbia,Somalia,1
Scusciuban Airport,CMS,Scusciuban,Somalia,1
Khashm El Girba Airport,GBU,Khashm El Girba,Sudan,1
Kosti Airport,KST,Kosti,Sudan,1
Malakal Airport,MAK,Malakal,Sudan,1
Merowe Airport,MWE,Merowe,Sudan,1
New Halfa Airport,NHF,New Halfa,Sudan,1
Seronera Airport,SEU,Seronera,Tanzania,1
Shinyanga Airport,SHY,Shinyanga,Tanzania,1
Songea Airport,SGX,Songea,Tanzania,1
Sumbawanga Airport,SUT,Sumbawanga,Tanzania,1
Tabora Airport,TBO,Tabora,Tanzania,1
Tanga Airport,TGT,Tanga,Tanzania,1
Kisauni Airport,ZNZ,Zanzibar,Tanzania,2
Criciuma Airport,CCM,Criciuma,Brazil,1
Carlos Ruhl Airport,CZB,Cruz Alta,Brazil,1
Campo International Airport,CZS,Cruzeiro Do Sul,Brazil,1
Marechal Rondon International Airport,CGB,Cuiaba,Brazil,1
Afonso Pena Airport,CWB,Curitiba,Brazil,2
Bacacheri Airport,BFH,Curitiba.,Brazil,1
Cururupu Airport,CPU,Cururupu,Brazil,1
Diamantino Airport,DMT,Diamantino,Brazil,1
Dianopolis Airport,DNO,Dianopolis,Brazil,1
Divinopolis Airport,DIQ,Divinopolis,Brazil,1
Hazyview Airport,HZV,Hazyview,South Africa,1
Hluhluwe Airport,HLW,Hluhluwe,South Africa,1
Hoedspruit Airport,HDS,Hoedspruit,South Africa,1
Inyati Airport,INY,Inyati,South Africa,1
Grand Central Airport,GCJ,Johannesburg,South Africa,1
Baracoa Airport,MGN,Magangue,Colombia,1
Maicao Airport,MCJ,Maicao,Colombia,1
Santaguida Airport,MZL,Manizales,Colombia,1
Mariquita Airport,MQU,Mariquita,Colombia,1
Enrique Olaya Herrera Airport,EOH,Medellin,Colombia,1
Jose Marie Cordova Airport,MDE,Medellin,Colombia,2
Nyala Airport,UYL,Nyala,Sudan,1
Port Sudan Airport,PZU,Port Sudan,Sudan,1
Roseires Airport,RSS,Roseires,Sudan,1
Wad Medani Airport,DNI,Wad Medani,Sudan,1
Wadi Halfa Airport,WHF,Wadi Halfa,Sudan,1
Wau Airport,WUU,Wau,Sudan,1
Dourados Airport,DOU,Dourados,Brazil,1
Eirunepe Airport,ERN,Eirunepe,Brazil,1
Comandante Kraemer Airport,ERM,Erechim,Brazil,1
Espinosa Airport,ESI,Espinosa,Brazil,1
Feijo Airport,FEJ,Feijo,Brazil,1
OR Tambo International Airport,JNB,Johannesburg,South Africa,5
Randgermiston Airport,QRA,Johannesburg,South Africa,1
Khoka Moya Airport,KHO,Khoka Moya,South Africa,1
Kimberley Airport,KIM,Kimberley,South Africa,1
Kleinzee Airport,KLZ,Kleinzee,South Africa,1
Klerksdorp Airport,KXE,Klerksdorp,South Africa,1
Koinghaas Airport,KIG,Koinghaas,South Africa,1
Komatipoort Airport,KOF,Komatipoort,South Africa,1
Medina Airport,MND,Medina,Colombia,1
Miraflores Airport,MFS,Miraflores,Colombia,1
Miriti Airport,MIX,Miriti,Colombia,1
Mitu Airport,MVP,Mitu,Colombia,1
Mompos Airport,MMP,Mompos,Colombia,1
Monfort Airport,MFB,Monfort,Colombia,1
Monte Libano Airport,MTB,Monte Libano,Colombia,1
S. Jeronimo Airport,MTR,Monteria,Colombia,1
Feira De Santana Airport,FEC,Feira De Santana,Brazil,1
Fernando De Noronha Airport,FEN,Fernando De Noronha,Brazil,2
Cangapara Airport,FLB,Floriano,Brazil,1
Hercilio Luz Airport,FLN,Florianopolis,Brazil,2
Pinto Martins Airport,FOR,Fortaleza,Brazil,2
Franca Airport,FRC,Franca,Brazil,1
Kuruman Airport,KMH,Kuruman,South Africa,1
Ladysmith Airport,LAY,Ladysmith,South Africa,1
Lanseria Airport,HLA,Lanseria,South Africa,1
Lime Acres Airport,LMR,Lime Acres,South Africa,1
Londolozi Airport,LDZ,Londolozi,South Africa,1
Louis Trichardt Airport,LCD,Louis Trichardt,South Africa,1
Lusikisiki Airport,LUJ,Lusikisiki,South Africa,1
Mala Mala Airport,AAM,Mala Mala,South Africa,1
Malelane Airport,LLE,Malelane,South Africa,1
Margate Airport,MGH,Margate,South Africa,1
Bird Island Airport,BDI,Bird Island,Seychelles,1
Denis Island Airport,DEI,Denis Island,Seychelles,1
Desroches Airport,DES,Desroches,Seychelles,1
Fregate Is Airport,FRK,Fregate Is,Seychelles,1
Seychelles International Airport,SEZ,Mahe Island,Seychelles,3
Praslin Island Airport,PRI,Praslin Island,Seychelles,1
Monterrey Airport,MOY,Monterrey,Colombia,1
Morichal Airport,MHF,Morichal,Colombia,1
Mosquera Airport,MQR,Mosquera,Colombia,1
Mulatos Airport,ULS,Mulatos,Colombia,1
Nare Airport,NAR,Nare,Colombia,1
Necocli Airport,NCI,Necocli,Colombia,1
Francisco Beltrao Airport,FBE,Francisco Beltrao,Brazil,1
Santa Genoveva Airport,GYN,Goiania,Brazil,2
Governador Valadares Airport,GVR,Governador Valadares,Brazil,1
Gravatai Airport,GCV,Gravatai,Brazil,1
Guadalupe Airport,GDP,Guadalupe,Brazil,1
Guajara-Mirim Airport,GJM,Guajara-Mirim,Brazil,1
Guanambi Airport,GNM,Guanambi,Brazil,1
Messina Airport,MEZ,Messina,South Africa,1
Mkambati Airport,MBM,Mkambati,South Africa,1
Mkuze Airport,MZQ,Mkuze,South Africa,1
Mmabatho International Airport,MBD,Mmabatho,South Africa,1
Mossel Bay Airport,MZY,Mossel Bay,South Africa,1
Motswari Airfield,MWR,Motswari,South Africa,1
Mzamba Airport,MZF,Mzamba (Wild Coast Sun),South Africa,1
La Marguita Airport,NVA,Neiva,Colombia,1
Nunchia Airport,NUH,Nunchia,Colombia,1
Nuqui Airport,NQU,Nuqui,Colombia,1
Aguasclaras Airport,OCV,Ocana,Colombia,1
Orocue Airport,ORC,Orocue,Colombia,1
Otu Airport,OTU,Otu,Colombia,1
Palanquero Airport,PAL,Palanquero,Colombia,1
Bakel Airport,BXE,Bakel,Senegal,1
Cap Skirring Airport,CSK,Cap Skirring,Senegal,1
Dakar-Yoff-Léopold Sédar Senghor International Airport,DKR,Dakar,Senegal,2
Kaolack Airport,KLC,Kaolack,Senegal,1
Kedougou Airport,KGG,Kedougou,Senegal,1
Kolda Airport,KDA,Kolda,Senegal,1
Matam Airport,MAX,Matam,Senegal,1
Niokolo Koba Airport,NIK,Niokolo Koba,Senegal,1
Porto Alegre Airport,PGP,Porto Alegre,Sao Tome and Principe,1
Principe Airport,PCP,Principe,Sao Tome and Principe,1
Sao Tome Island Airport,TMS,Sao Tome Island,Sao Tome and Principe,2
Guarapari Airport,GUZ,Guarapari,Brazil,1
Tancredo Thomaz Faria Airport,GPB,Guarapuava,Brazil,1
Guaratingueta Airport,GUJ,Guaratingueta,Brazil,1
Guimaraes Airport,GMS,Guimaraes,Brazil,1
Gurupi Airport,GRP,Gurupi,Brazil,1
Wideawake Field,ASI,Georgetown,Saint Helena,1
Kruger Mpumalanga Airport,MQP,Nelspruit,South Africa,1
Nelspruit Airport,NLP,Nelspruit,South Africa,1
Newcastle Airport,NCS,Newcastle,South Africa,1
Ngala Airfield,NGL,Ngala,South Africa,1
Oudtshoorn Airport,OUH,Oudtshoorn,South Africa,1
Overberg (FAOB) Airport,OVG,Overberg,South Africa,1
Phalaborwa Airport,PHW,Phalaborwa,South Africa,1
Butare Airport,BTQ,Butare,Rwanda,1
Gisenyi Airport,GYI,Gisenyi,Rwanda,1
Kamembe Airport,KME,Kamembe,Rwanda,1
Gregoire Kayibanda Airport,KGL,Kigali,Rwanda,2
Ruhengeri Airport,RHG,Ruhengeri,Rwanda,1
Gillot Airport,RUN,St Denis de la Reunion,Réunion,2
St Pierre de la Reunion Airport,ZSE,St Pierre de la Reunion,Réunion,1
Nnamdi Azikiwe International Airport,ABV,Abuja,Nigeria,2
Akure Airport,AKR,Akure,Nigeria,1
Bauchi Airport,BCU,Bauchi,Nigeria,1
Benin City Airport,BNI,Benin City,Nigeria,1
Calabar Airport,CBQ,Calabar,Nigeria,1
Paratebueno Airport,EUO,Paratebueno,Colombia,1
Cano Airport,PSO,Pasto,Colombia,1
Payan Airport,PYN,Payan,Colombia,1
Casanare Airport,PZA,Paz De Ariporo,Colombia,1
Matecana Airport,PEI,Pereira,Colombia,1
Pitalito Airport,PTX,Pitalito,Colombia,1
Planadas Airport,PLA,Planadas,Colombia,1
Planeta Rica Airport,PLC,Planeta Rica,Colombia,1
Podor Airport,POD,Podor,Senegal,1
Richard Toll Airport,RDT,Richard Toll,Senegal,1
Simenti Airport,SMY,Simenti,Senegal,1
St Louis Airport,XLS,St Louis,Senegal,1
Tambacounda Airport,TUD,Tambacounda,Senegal,1
Ziguinchor Airport,ZIG,Ziguinchor,Senegal,1
Agades Airport,AJY,Agades,Niger,1
Arlit Airport,RLT,Arlit,Niger,1
Birni Nkoni Airport,BKN,Birni Nkoni,Niger,1
Maradi Airport,MFQ,Maradi,Niger,1
Niamey Airport,NIM,Niamey,Niger,2
Tahoua Airport,THZ,Tahoua,Niger,1
Zinder Airport,ZND,Zinder,Niger,1
Horizontina Airport,HRZ,Horizontina,Brazil,1
Cataratas Airport,IGU,Iguassu Falls,Brazil,2
J.Batista Bos Filho Airport,IJU,Ijui,Brazil,1
Ilha Solteira Airport,ILB,Ilha Solteira,Brazil,1
Eduardo Gomes Airport,IOS,Ilheus,Brazil,1
Imperatriz Airport,IMP,Imperatriz,Brazil,1
Usiminas Airport,IPN,Ipatinga,Brazil,1
Ipiau Airport,IPU,Ipiau,Brazil,1
Zulu Inyala Airport,PZL,Phinda,South Africa,1
Pietermaritzburg Airport,PZB,Pietermaritzburg,South Africa,1
Plettenberg Bay Airport,PBZ,Plettenberg Bay,South Africa,1
Polokwane Airport,PTG,Polokwane,South Africa,1
Port Alfred Airport,AFD,Port Alfred,South Africa,1
Port Elizabeth Airport,PLZ,Port Elizabeth,South Africa,2
Port Saint Johns Airport,JOH,Port Saint Johns,South Africa,1
Central Hpr Airport,HPR,Pretoria,South Africa,1
Enugu Airport,ENU,Enugu,Nigeria,1
Ibadan Airport,IBA,Ibadan,Nigeria,1
Ilorin Airport,ILR,Ilorin,Nigeria,1
Jos Airport,JOS,Jos,Nigeria,1
Kaduna Airport,KAD,Kaduna,Nigeria,1
Aminu Kano International Apt Airport,KAN,Kano,Nigeria,2
Murtala Muhammed Airport,LOS,Lagos,Nigeria,3
Maiduguri Airport,MIU,Maiduguri,Nigeria,1
Plato Airport,PLT,Plato,Colombia,1
Machangara Airport,PPN,Popayan,Colombia,1
Pore Airport,PRE,Pore,Colombia,1
Providencia Airport,PVA,Providencia,Colombia,1
Puerto Asis Airport,PUU,Puerto Asis,Colombia,1
Ipiranga Airport,IPG,Ipiranga,Brazil,1
Irece Airport,IRE,Irece,Brazil,1
Itabuna Airport,ITN,Itabuna,Brazil,1
Itacoatiara Airport,ITA,Itacoatiara,Brazil,1
Itaituba Airport,ITB,Itaituba,Brazil,1
Itambacuri Airport,ITI,Itambacuri,Brazil,1
Itaperuna Airport,ITP,Itaperuna,Brazil,1
Itaqui Airport,ITQ,Itaqui,Brazil,1
Wonderboom Apt. Airport,PRY,Pretoria,South Africa,1
Prieska Airport,PRK,Prieska,South Africa,1
Queenstown Airport,UTW,Queenstown,South Africa,1
Reivilo Airport,RVO,Reivilo,South Africa,1
Richards Bay Airport,RCB,Richards Bay,South Africa,1
Robertson Airport,ROD,Robertson,South Africa,1
Sabi Sabi Airport,GSS,Sabi Sabi,South Africa,1
Langebaanweg Airport,SDB,Saldanha Bay,South Africa,1
Makurdi Airport,MDI,Makurdi,Nigeria,1
Minna Airport,MXJ,Minna,Nigeria,1
Port Harcourt Airport,PHC,Port Harcourt,Nigeria,2
Port Harcourt City Airport,PHG,Port Harcourt,Nigeria,1
Sokoto Airport,SKO,Sokoto,Nigeria,1
Victoria Island Airport,QVL,Victoria Island,Nigeria,1
Warri Airport,QRW,Warri,Nigeria,1
Puerto Berrio Airport,PBE,Puerto Berrio,Colombia,1
Puerto Boyaca Airport,PYA,Puerto Boyaca,Colombia,1
Puerto Carreno Airport,PCR,Puerto Carreno,Colombia,1
Puerto Inirida Airport,PDA,Puerto Inirida,Colombia,1
Puerto Leguizamo Airport,LQM,Puerto Leguizamo,Colombia,1
Puerto Rico Airport,PCC,Puerto Rico,Colombia,1
Quibdo Airport,UIB,Quibdo,Colombia,1
Riohacha Airport,RCH,Riohacha,Colombia,1
Rondon Airport,RON,Rondon,Colombia,1
Sabana De Torres Airport,SNT,Sabana De Torres,Colombia,1
Itauba Airport,AUB,Itauba,Brazil,1
Itubera Airport,ITE,Itubera,Brazil,1
Itumbiara Airport,ITR,Itumbiara,Brazil,1
Secunda Airport,ZEC,Secunda,South Africa,1
Sishen Airport,SIS,Sishen,South Africa,1
Skukuza Airport,SZK,Skukuza,South Africa,1
Springbok Airport,SBU,Springbok,South Africa,1
Pilansberg Airport,NTY,Sun City,South Africa,1
Tanda Tula Airport,TDT,Tanda Tula,South Africa,1
Thaba Nchu Airport,TCU,Thaba Nchu,South Africa,1
Thohoyandou Airport,THY,Thohoyandou,South Africa,1
Tshipise Airport,TSD,Tshipise,South Africa,1
Letaba Airport,LTA,Tzaneen,South Africa,1
Yola Airport,YOL,Yola,Nigeria,1
Zaria Airport,ZAR,Zaria,Nigeria,1
San Andres Island Airport,ADZ,San Andres Island,Colombia,1
San Felipe Airport,SSD,San Felipe,Colombia,1
San Jose Del Gua Airport,SJE,San Jose Del Gua,Colombia,1
San Juan D Ur Airport,SJR,San Juan D Ur,Colombia,1
San Juan Del Cesar Airport,SJH,San Juan Del Cesar,Colombia,1
San Luis De Pale Airport,SQE,San Luis De Pale,Colombia,1
San Marcos Airport,SRS,San Marcos,Colombia,1
San Pedro Jagua Airport,SJG,San Pedro Jagua,Colombia,1
San Pedro Uraba Airport,NPU,San Pedro Uraba,Colombia,1
San Vicente Airport,SVI,San Vicente,Colombia,1
Jacareacanga Airport,JCR,Jacareacanga,Brazil,1
Jacobina Airport,JCM,Jacobina,Brazil,1
Jales Airport,JLS,Jales,Brazil,1
Januaria Airport,JNA,Januaria,Brazil,1
Jatai Airport,JTI,Jatai,Brazil,1
Jequie Airport,JEQ,Jequie,Brazil,1
Ji-Parana Airport,JPR,Ji-Parana,Brazil,1
Joacaba Airport,JCB,Joacaba,Brazil,1
Castro Pinto Airport,JPA,Joao Pessoa,Brazil,2
Ulundi Airport,ULD,Ulundi,South Africa,1
Ulusaba Airport,ULX,Ulusaba,South Africa,1
Umtata Airport,UTT,Umtata,South Africa,1
Upington Airport,UTN,Upington,South Africa,1
Vredendal Airport,VRE,Vredendal,South Africa,1
Vryburg Airport,VRU,Vryburg,South Africa,1
Vryheid Airport,VYD,Vryheid,South Africa,1
Rooikop Airport,WVB,Walvis Bay,South Africa,1
Santa Ana Airport,SQB,Santa Ana,Colombia,1
Santa Catalina Airport,SCA,Santa Catalina,Colombia,1
Santa Maria Airport,SMC,Santa Maria,Colombia,1
Simon Bolivar Airport,SMR,Santa Marta,Colombia,1
Santa Rosalia Airport,SSL,Santa Rosalia,Colombia,1
Santana Ramos Airport,SRO,Santana Ramos,Colombia,1
Saravena Airport,RVE,Saravena,Colombia,1
Cubatao Airport,JOI,Joinville,Brazil,2
Juara Airport,JUA,Juara,Brazil,1
Regional Do Cariri Airport,JDO,Juazeiro Do Norte,Brazil,1
Juina Airport,JIA,Juina,Brazil,1
Francisco De Assis Airport,JDF,Juiz De Fora,Brazil,1
Waterkloof (FAWK) Airport,WKF,Waterkloof,South Africa,1
Welkom Airport,WEL,Welkom,South Africa,1
Sogamoso Airport,SOX,Sogamoso,Colombia,1
Solano Airport,SQF,Solano,Colombia,1
Solita Airport,SOH,Solita,Colombia,1
Tablon De Tamara Airport,TTM,Tablon De Tamara,Colombia,1
Tame Airport,TME,Tame,Colombia,1
Tarapaca Airport,TCD,Tarapaca,Colombia,1
Tauramena Airport,TAU,Tauramena,Colombia,1
Tibu Airport,TIB,Tibu,Colombia,1
Ai-Ais Airport,AIW,Ai-Ais,Namibia,1
Arandis Airport,ADI,Arandis,Namibia,1
Bagani Airport,BQI,Bagani,Namibia,1
Lianshulu Airport,LHU,Caprivi,Namibia,1
Gobabis Airport,GOG,Gobabis,Namibia,1
Juruena Airport,JRN,Juruena,Brazil,1
Labrea Airport,LBR,Labrea,Brazil,1
Lages Airport,LAJ,Lages,Brazil,1
Chapada Diamantina Airport,LEC,Lencois,Brazil,1
Leopoldina Airport,LEP,Leopoldina,Brazil,1
Lins Airport,LIP,Lins,Brazil,1
Dos Galpoes Airport,LVB,Livramento,Brazil,1
Londrina Airport,LDB,Londrina,Brazil,2
Alto Molocue Airport,AME,Alto Molocue,Mozambique,1
Angoche Airport,ANO,Angoche,Mozambique,1
Bajone Airport,BJN,Bajone,Mozambique,1
Bazaruto Island Airport,BZB,Bazaruto Island,Mozambique,1
Beira Airport,BEW,Beira,Mozambique,1
Benguera Island Airport,BCW,Benguera Island,Mozambique,1
Timbiqui Airport,TBD,Timbiqui,Colombia,1
Tolu Airport,TLU,Tolu,Colombia,1
Tres Esquinas Airport,TQS,Tres Esquinas,Colombia,1
Grootfontein Airport,GFY,Grootfontein,Namibia,1
Halali Airport,HAL,Halali,Namibia,1
Karasburg Airport,KAS,Karasburg,Namibia,1
J.G.H. Van Der Wath Airport,KMP,Keetmanshoop,Namibia,1
Luderitz Airport,LUD,Luderitz,Namibia,1
Midgard Airport,MQG,Midgard,Namibia,1
Mokuti Lodge Airport,OKU,Mokuti Lodge,Namibia,1
S. Seewoosagur Ram. International Airport,MRU,Mauritius,Mauritius,3
Rodrigues Is Airport,RRG,Rodrigues Is,Mauritius,1
Helmuth Baungartem Airport,LOI,Lontras,Brazil,1
Macae Airport,MEA,Macae,Brazil,1
Internacional Airport,MCP,Macapa,Brazil,2
Palmares Airport,MCZ,Maceio,Brazil,2
Eduardo Gomes International Airport,MAO,Manaus,Brazil,2
Aioun El Atrouss Airport,AEO,Aioun El Atrouss,Mauritania,1
Akjoujt Airport,AJJ,Akjoujt,Mauritania,1
Aleg Airport,LEG,Aleg,Mauritania,1
Mouakchott Airport,ATR,Atar,Mauritania,1
Abbaye Airport,BGH,Boghe,Mauritania,1
Boutilimit Airport,OTL,Boutilimit,Mauritania,1
Caia Airport,CMZ,Caia,Mozambique,1
Chimoio Airport,VPY,Chimoio,Mozambique,1
Chinde Airport,INE,Chinde,Mozambique,1
Chokwe Airport,TGS,Chokwe,Mozambique,1
Cuamba Airport,FXO,Cuamba,Mozambique,1
Dugong Airport,DGK,Dugong,Mozambique,1
Gurue Airport,VJQ,Gurue,Mozambique,1
Ibo Airport,IBO,Ibo,Mozambique,1
Ila Da Chilonzuene Airport,IDC,Ila Da Chilonzuene,Mozambique,1
Trinidad Airport,TDA,Trinidad,Colombia,1
Farfan Airport,ULQ,Tulua,Colombia,1
La Florida Airport,TCO,Tumaco,Colombia,1
Gonzalo Airport,TRB,Turbo,Colombia,1
Unguia Airport,UNC,Unguia,Colombia,1
Chileka Airport,BLZ,Blantyre,Malawi,1
Chelinda Airport,CEH,Chelinda,Malawi,1
Club Makokola Airport,CMK,Club Makokola,Malawi,1
Dwangwa Airport,DWA,Dwangwa,Malawi,1
Karonga Airport,KGJ,Karonga,Malawi,1
Kasungu Airport,KBQ,Kasungu,Malawi,1
Likoma Airport,LIX,Likoma Island,Malawi,1
Lilongwe International Airport,LLW,Lilongwe,Malawi,2
Ambanja Airport,IVA,Ambanja,Madagascar,1
Ambatolahy Airport,AHY,Ambatolahy,Madagascar,1
Ambatomainty Airport,AMY,Ambatomainty,Madagascar,1
Ambatondrazaka Airport,WAM,Ambatondrazaka,Madagascar,1
Ambilobe Airport,AMB,Ambilobe,Madagascar,1
Ampanihy Airport,AMP,Ampanihy,Madagascar,1
Analalava Airport,HVA,Analalava,Madagascar,1
Mount Etjo Lodge Airport,MJO,Mount Etjo Lodge,Namibia,1
Mpacha Airport,MPA,Mpacha,Namibia,1
Namutoni Airport,NNI,Namutoni,Namibia,1
Okaukuejo Airport,OKF,Okaukuejo,Namibia,1
Omega Airport,OMG,Omega,Namibia,1
Ondangwa Airport,OND,Ondangwa,Namibia,1
Ongava Game Reserve Airport,OGV,Ongava Game Reserve,Namibia,1
Opuwa Airport,OPW,Opuwa,Namibia,1
Manicore Airport,MNX,Manicore,Brazil,1
Maraba Airport,MAB,Maraba,Brazil,1
Dr Gastao Vidigal Airport,MII,Marilia,Brazil,1
Regional De Maringa Airport,MGF,Maringa,Brazil,2
Mato Grosso Airport,MTG,Mato Grosso,Brazil,1
Matupa Airport,MBK,Matupa,Brazil,1
Chinguitti Airport,CGT,Chinguitti,Mauritania,1
El Gouera Airport,ZLG,El Gouera,Mauritania,1
Fderik Airport,FGD,Fderik,Mauritania,1
Kaedi Airport,KED,Kaedi,Mauritania,1
Indigo Bay Lodge Airport,IBL,Indigo Bay Lodge,Mozambique,1
Inhaca Airport,IHC,Inhaca,Mozambique,1
Inhambane Airport,INH,Inhambane,Mozambique,1
Inhaminga Airport,IMG,Inhaminga,Mozambique,1
Lichinga Airport,VXC,Lichinga,Mozambique,1
Luabo Airport,LBM,Luabo,Mozambique,1
Lumbo Airport,LFB,Lumbo,Mozambique,1
Uribe Airport,URI,Uribe,Colombia,1
Urrao Airport,URR,Urrao,Colombia,1
Valledupar Airport,VUP,Valledupar,Colombia,1
Villagarzon Airport,VGZ,Villagarzon,Colombia,1
La Vanguardia Airport,VVC,Villavicencio,Colombia,1
Yaguara Airport,AYG,Yaguara,Colombia,1
Yari Airport,AYI,Yari,Colombia,1
Yavarate Airport,VAB,Yavarate,Colombia,1
Zapatoca Airport,AZT,Zapatoca,Colombia,1
Mangochi Airport,MAI,Mangochi,Malawi,1
Monkey Bay Airport,MYZ,Monkey Bay,Malawi,1
Mvuu Camp Airport,VUU,Mvuu Camp,Malawi,1
Mzuzu Airport,ZZU,Mzuzu,Malawi,1
Salima Airport,LMB,Salima,Malawi,1
Andapa Airport,ZWA,Andapa,Madagascar,1
Andriamena Airport,WAD,Andriamena,Madagascar,1
